"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 20-24",4535
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 25-29",8326
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 25-29",4138
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 25-29",4188
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 30-34",8248
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 30-34",4144
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 30-34",4104
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 35-39",7462
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 35-39",3728
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 35-39",3734
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 40-44",5899
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 40-44",2689
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 40-44",3210
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 45-49",4877
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 45-49",2203
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 45-49",2673
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 50-54",4649
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 50-54",2173
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 50-54",2476
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 55-59",3981
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 55-59",1924
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 55-59",2056
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 60-64",3325
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 60-64",1618
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 60-64",1707
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 65-69",2542
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 65-69",1210
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 65-69",1332
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 70-74",1726
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 70-74",781
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 70-74",945
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 75-79",1087
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 75-79",448
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 75-79",639
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 80-84",532
